probID	clust
8048205	4
8107897	4
8003667	4
8077970	4
8054377	4
8094520	4
8146863	4
7936835	4
8085774	4
7982377	4
8061013	4
8020164	4
7921099	4
8068671	4
7920552	4
8020308	4
8145555	4
8149927	4
7922756	4
7951479	4
8067040	4
8123006	4
8129953	4
8105596	4
8175539	4
7922994	4
7918878	4
8005048	4
8121729	4
7999674	4
8097080	4
8135990	4
8042788	4
8025918	4
8048541	4
7934906	4
7946589	4
7932082	4
7936494	4
8104022	4
7935613	4
8022674	4
8140534	4
8062571	4
8155327	4
7943892	4
7925452	4
7909841	4
7924619	4
7924450	4
8102232	4
8112731	4
8088180	4
8150751	4
7908488	4
8140782	4
8157193	4
7951077	4
7972003	4
7965166	4
8046048	4
7927876	4
8103025	4
7908397	4
8101780	4
7944803	4
8083260	4
7930837	4
7940226	4
7988672	4
7998434	4
8154295	4
8102792	4
8097957	4
8102532	4
8097692	4
8127193	4
8173917	4
8127346	4
8091867	4
8162404	4
7931977	4
7933733	4
8155665	4
8126760	4
7918857	4
8109490	4
7932584	4
8135218	4
8168622	4
7954481	4
7965941	4
8162373	4
7908459	4
8081081	4
8003814	4
8160168	4
7961514	4
8140686	4
7913582	4
7947512	4
7903214	4
7908204	4
8042439	4
8088919	4
8162394	4
8014768	4
7933194	4
8080964	4
7950764	4
8081686	4
8160260	4
7976073	4
7907222	4
7927681	4
8057486	4
7974316	4
8096959	4
7971077	4
8046895	4
7929511	4
8022612	4
8122222	4
8151684	4
7921916	4
7954293	4
8151816	4
8167973	4
8041383	4
8114920	4
8159521	4
8067157	4
8163908	4
8166079	4
8056890	4
8113504	4
8022283	4
7948167	4
7980152	4
8081001	4
8151709	4
7981949	4
7981962	4
7981994	4
7981996	4
7918426	4
7954899	4
7910111	4
8126770	4
7906339	4
8052916	4
7906443	4
7906348	4
7906355	4
7928107	4
8040430	4
8112615	4
8117165	4
8092230	4
8173299	4
8126853	4
7980485	4
8067233	4
7953200	4
8123104	4
7979241	4
7926223	4
7961983	4
8047738	4
7935058	4
8104079	4
7961102	1
8118249	1
8016044	1
8063716	1
7973108	1
7963760	1
7996100	1
8088813	1
7898448	1
7992811	1
7951246	1
8029280	1
8149137	1
7969288	1
8016932	1
7977161	1
7926334	1
8122058	1
8157446	1
8157450	1
8010915	1
8042637	1
8080344	1
8110106	1
8105987	1
8171435	1
7909446	1
8102342	1
7963786	1
8135069	1
8063382	1
8115851	1
7938390	1
8083594	1
8130556	1
7940717	1
7958174	1
8154233	1
7994280	1
8161701	1
8102800	1
7903920	1
8038824	1
8072678	1
7897620	1
8088106	1
7986092	1
8025741	1
7951385	1
8027862	1
8031213	1
8039226	1
8018189	1
8034873	1
8039212	1
8031207	1
8039236	1
8039096	1
7959834	1
7998940	1
8029914	1
8160297	1
7983910	1
8029907	1
8097903	1
8103951	1
8152988	1
8030860	1
8038899	1
7914950	1
8048283	1
8157524	1
7960794	1
8136557	1
8035456	1
8175933	1
8061668	1
8115957	1
8033605	1
8072744	1
7914112	1
8071069	1
8030782	1
8039196	1
8064451	1
8089911	1
8119132	1
8103311	1
8103326	1
7934979	1
8112045	1
8167305	1
7905986	1
8123137	1
8137526	1
7948612	1
7950067	1
8005839	1
7931754	1
8106280	1
8098195	1
8111941	1
8169504	1
8113491	1
7898693	1
8163775	1
8064894	1
8029437	1
8100507	1
7900365	1
8150889	1
8058498	1
8145227	1
8062782	1
7955663	1
8029784	1
8126214	1
8090823	1
8170364	1
7915229	1
8109120	1
8074131	1
8125383	1
8013965	1
8148476	1
8010139	1
7986132	1
7928705	1
8066848	1
8083447	1
7903393	1
7992293	1
8168028	1
7915919	1
7905606	1
8109333	1
8015846	1
7914042	1
7946641	1
8130739	1
7970763	1
8170420	1
7904761	1
8044021	1
8044035	1
7941236	1
7950555	1
8037614	1
8114797	1
8018379	1
8038163	1
8023995	1
7948630	1
8041582	1
8032392	1
7934185	1
8076137	1
7940191	1
7950671	1
8018449	1
8079462	1
7921088	1
8142981	1
7951662	1
8036473	1
8072626	1
7952752	1
8043504	1
7938758	1
7997188	1
7997192	1
7925929	1
7931832	1
8168749	1
7976496	1
8085360	1
8141374	1
7938563	1
8129618	1
8122816	1
7902687	1
8129562	1
8025828	1
8114572	1
8123936	1
8115831	1
8163002	1
8030999	1
8171418	1
7960865	1
8018864	1
8024485	1
8162276	1
7982597	1
7933084	1
7954055	1
8069676	1
8070665	1
7912157	1
7922162	1
7995793	1
7995838	1
8001531	1
7995806	1
7995783	1
8095376	1
8162531	1
7995797	1
7995813	1
8062119	1
7995787	1
7995803	1
7917875	1
7926037	1
8150592	1
7936242	1
7978644	1
8086330	1
7965606	1
8145281	1
8103975	1
8031374	1
8042503	1
8044049	1
7909371	1
8124280	1
8129637	1
8048227	1
8058905	1
7905571	1
7920244	1
7920238	1
8136662	1
7953749	1
7973110	1
7979085	1
7904226	1
8108873	1
8010271	1
8063345	1
7928308	1
8141094	1
8012349	1
8174361	1
8161648	1
7943984	1
8125919	1
8044391	1
7987145	1
7918533	1
8104930	1
8092970	7
8146687	7
7977621	7
8032926	7
7908924	7
7917649	7
7939052	7
7980908	7
8056518	7
8036055	7
8062864	7
8078155	7
7962058	7
8047300	7
8172043	7
7966026	7
8105778	7
8147891	7
7921690	7
8141342	7
7904433	7
7945680	7
7945232	7
7946579	7
7997904	7
8093494	7
8118228	7
8073148	7
7919747	7
7919749	7
8105937	7
8177527	7
8117018	7
7964246	7
8137668	7
8097116	7
8098193	7
8165663	7
8165672	7
8165658	7
8165667	7
8165684	7
8165680	7
8165682	7
8165703	7
8165696	7
8165694	7
8165709	7
8019804	7
8094134	7
8149356	7
8144388	7
8151625	7
7970737	3
7956878	3
8043981	3
8063923	3
8100798	3
7960900	3
7953021	3
8129861	3
8003656	3
8026631	3
8049990	3
8107563	3
8088415	3
8136448	3
7918323	3
8166925	3
7972487	3
8080810	3
7957126	3
8019988	3
8054254	3
8043244	3
8026915	3
8123976	3
8074473	3
7955578	3
8087624	3
8109612	3
8006900	3
8125780	3
7972745	3
8090343	3
7984174	3
8013947	3
7966839	3
7996219	3
8110631	3
8008900	3
8036890	3
8066489	3
8054872	3
8004741	3
7931031	3
7983413	3
7988380	3
8041940	3
8092596	3
8121949	3
8095080	3
7925320	3
8142194	3
7915787	3
8097098	3
8173955	3
8117243	3
8142554	3
8167763	3
8014361	3
7946860	3
8163716	3
7902425	3
7934936	3
7990391	3
7985268	3
8036913	3
8076344	3
8019357	3
8070632	3
7909877	3
7926152	3
7948987	3
7955063	3
7902290	3
8013243	3
8038202	3
7937079	3
8151942	3
7978553	3
8127094	3
7936322	3
8128043	3
7996341	3
8022531	3
8042942	3
7948420	3
8124855	3
7950641	3
7993756	3
8082673	3
8000574	3
8038213	3
8118324	3
8149725	3
8166797	3
7930106	3
8019392	3
8062041	3
8070961	3
8056457	3
8104422	3
8098671	3
8097628	3
8140709	3
8056611	3
7935535	3
8147244	3
7968789	3
8122457	3
7899361	3
7940643	3
7901316	3
8109462	3
7905664	3
8104570	3
7959893	3
8057056	3
8057377	3
7989073	3
8166289	3
8126324	3
7923850	3
8004784	3
7928632	3
7954810	3
8044353	3
8091678	3
8049487	3
8097829	3
8101031	3
7956271	3
8087925	3
8095986	3
8052753	3
7929816	3
7934719	3
8101992	3
7998784	3
8092348	3
8082928	3
7999387	3
8179967	3
8082974	3
8126798	3
8058591	3
8087691	3
7987815	3
8057418	3
8081838	3
8092707	3
8116932	3
8147132	3
8149685	3
8071086	3
8118061	3
7946504	3
7909285	3
8107129	3
8059538	3
8083494	3
7967034	3
7971444	3
7903935	3
7903945	3
8017766	3
8169492	3
8133876	3
7898793	3
7898805	3
7975799	3
8051396	3
7903980	3
8166065	3
7968344	3
7977786	3
8173287	3
7983704	3
8144917	3
7908376	3
8008598	3
8046003	3
8162086	3
7920278	3
8025103	3
8060675	3
8137257	3
8137232	3
8143781	3
8131067	3
7920506	3
7978712	3
7982854	3
8126163	3
7944876	3
7927277	3
7933298	3
7913655	3
8061564	3
8045009	3
8017547	3
8075924	3
8132118	3
8038407	3
7950473	3
8011062	3
8087611	3
8001547	3
8040238	3
8104746	3
8098060	3
7964872	3
8154692	3
7917850	3
8113666	3
7934215	3
7933855	3
8055323	3
8103789	3
8022559	3
8020551	3
8083471	3
8098470	3
7972713	3
8023401	3
8103769	3
7983890	3
8013989	3
7978376	3
8057898	3
7909954	3
8091780	3
7968650	3
7921702	3
7940530	3
8065427	3
8149324	3
8075106	3
7992463	3
8090469	3
8158739	3
7952453	3
7996264	3
8164252	3
7952436	3
7955562	3
7997726	3
8042079	3
8050537	3
8041763	3
7984353	3
8016841	3
8041781	3
8079060	3
7914075	3
7928944	3
8171205	3
7934161	3
7953949	3
8081890	3
8104901	3
7944970	3
8094340	3
8127502	3
7960438	3
7960464	3
7905801	3
7930915	3
8101881	3
8163202	3
8063497	3
8109383	3
8094301	3
8171427	3
8100393	3
8122860	3
8166784	3
8023727	3
8088979	3
7978407	3
8105121	3
7997504	3
8171359	3
8110265	3
8007420	3
8023575	3
8122176	3
8083599	3
7957221	3
8167027	3
8176193	3
8148591	3
8151457	3
8141328	3
7980616	3
8047926	3
8069178	3
7954559	3
7930894	3
8046099	3
8111677	3
7950885	3
8057797	3
8134460	3
8008113	3
8083240	3
8132092	3
8171313	3
8057599	3
8138504	3
7970924	3
8122637	3
8085556	3
7972157	3
7902565	3
7966690	3
7954589	3
7910915	3
8045776	3
7922474	3
8077490	3
8077499	3
8023710	3
7968556	3
8046428	3
7965156	3
8111153	3
7972217	3
7958000	3
7977497	3
8105146	3
8117020	3
7961626	3
8080578	3
8092328	3
8163086	3
7919314	3
8155673	3
7940333	3
8075390	3
8117106	3
8154135	3
8104693	3
8154981	3
7989596	3
8044882	3
7932453	3
8166243	3
8152764	3
8109283	3
7995525	3
8116980	3
8149885	3
