mean	age	Male	COP	DIP	IPF/UIP	NSIP	RB-ILD	UF	adjpv_age	adjpv_Male	adjpv_COP	adjpv_DIP	adjpv_IPF/UIP	adjpv_NSIP	adjpv_RB-ILD	adjpv_UF
hsa-miR-1_st	0.135755105398666	0.001902084517247	0.0356670618209564	-0.0404455888724889	-0.156323597251594	0.103000141783396	0.125446491096807	-0.01508471452766	0.0111128684610976	0.979780615612958	0.994330535693937	0.99908269210418	0.980089265312655	0.194848355587378	0.479716811413242	0.998231224860334	0.992213321384394
hsa-miR-100-star_st	0.274574141938486	-0.00263902546548229	-0.00990923882821395	-0.0257662505318236	0.0156082705435205	0.0996704149591059	0.115471407621302	0.247571942310175	0.0520325903577271	0.979780615612958	0.994330535693937	0.99908269210418	0.989154150431222	0.179552113750314	0.480987239188706	0.665250166514684	0.873782439619157
hsa-miR-100_st	5.43124978019552	0.0094371824673613	0.0156813497130278	0.0223505178914175	0.451847571368991	0.400665807881135	0.619533421925853	0.0291422586353936	0.289968500378061	0.901570882248803	0.994330535693937	0.99908269210418	0.980089265312655	0.0304849280079175	0.0761512648079661	0.998231224860334	0.693544265780771
hsa-miR-101-star_st	0.392575432920232	-0.0018827301426149	0.101259075904323	-0.0706612326929836	0.092285767217411	-0.0937567093314454	-0.0593823909620763	-0.130406947450428	-0.0497983796974181	0.979780615612958	0.413579902667074	0.99908269210418	0.980089265312655	0.205878372826877	0.804636334123072	0.998231224860334	0.880802174641288
hsa-miR-101_st	0.541834937726803	-0.00272906782478971	0.00392849408240032	0.635764170800979	0.11162271596467	-0.0986428903740469	0.109322199446433	-0.222535419073177	-0.0503968247262201	0.979780615612958	0.994330535693937	0.99908269210418	0.980089265312655	0.276088561957609	0.614811808458655	0.998231224860334	0.904171676940393
hsa-miR-103_st	9.48597795297355	-0.00291449072329858	0.0818095173691369	0.193901631239675	-0.249772425775143	-0.190173192606386	-0.0587813856414134	-0.052230568762495	-0.145987849174458	0.979780615612958	0.830369775961257	0.99908269210418	0.980089265312655	0.0135245465211249	0.826115760281895	0.998231224860334	0.628391519554479
hsa-miR-105-star_st	0.226063629342631	-0.00114218709153221	0.0497897091316061	0.032262089100822	-0.0110413640371618	0.0136832686531445	-0.0148652196919305	-0.022702778708878	-0.027249243721439	0.979780615612958	0.98630681943842	0.99908269210418	0.991122142886686	0.891494434007555	0.94881720649826	0.998231224860334	0.944384449740348
hsa-miR-105_st	0.341910816282499	-0.000978398906213251	-0.0257295553435133	-0.0216449353612421	0.0757815344813733	0.0797658846759612	0.0573520849728891	-0.131622754342137	0.163483087819641	0.979780615612958	0.994330535693937	0.99908269210418	0.980089265312655	0.312577304926028	0.812031812519429	0.998231224860334	0.449487420758523
hsa-miR-106a-star_st	0.406560588176324	-0.000413883710942112	-0.0913218627455321	-0.0227963952880272	-0.118803480534873	0.114144104227992	-0.0848836229221803	0.00799252185965787	0.0283112199877506	0.980869753978829	0.937406221348342	0.99908269210418	0.980089265312655	0.317851336677532	0.806848510202816	0.998231224860334	0.972308924728137
hsa-miR-106a_st	6.91271771989386	-0.00297598648127439	0.103889266160042	-0.0910168607874148	-0.363982848454761	-0.550653956875003	-0.24814991799152	-0.139333304500498	-0.243120365260157	0.979780615612958	0.98630681943842	0.99908269210418	0.980089265312655	9.51697212338439e-06	0.463796419628369	0.998231224860334	0.636493694244204
hsa-miR-106b-star_st	1.52783327274257	-0.00172813619780221	-0.0517801472413021	-0.198029392993276	-0.848886927362569	-0.678376924358722	-0.245137386549819	-0.00519105437333705	-0.866320179885467	0.979780615612958	0.994330535693937	0.99908269210418	0.927398920331788	4.25554149001141e-05	0.623841897851417	0.999348149455137	0.0357046656260029
hsa-miR-106b_st	4.99192226607555	-0.00229049904705059	0.279335201103053	-0.437530549021483	-0.400287553474835	-0.689088645001982	-0.0593628877647388	-0.195966683965038	-0.769192688259956	0.979780615612958	0.787113450787781	0.99908269210418	0.980089265312655	0.00549789293966533	0.952717508295307	0.998231224860334	0.273354738598437
hsa-miR-107_st	8.52116304712936	-0.00155833153438359	0.118491007684564	0.0887291583365947	-0.0982403712054322	-0.0811881031201553	0.032348407584533	0.0697823499836685	-0.000106018570660197	0.979780615612958	0.413579902667074	0.99908269210418	0.980089265312655	0.378124650802092	0.910144377160451	0.998231224860334	0.99921531064243
hsa-miR-10a-star_st	0.234148966083422	0.00104973437198364	0.0157189732676035	-0.236508730969605	0.126856601830242	0.00962508938122533	-0.0212746450533304	0.030535351554562	-0.0477143764784962	0.979780615612958	0.994330535693937	0.99908269210418	0.980089265312655	0.928962709045611	0.934518665047189	0.998231224860334	0.873889844028862
hsa-miR-10a_st	1.4596491977358	0.0121451162303784	0.0845352955013429	-0.70702553835744	-0.316029021555739	-0.682623425062593	-0.491609691080764	-0.362166417798389	-0.281102309881745	0.901570882248803	0.994330535693937	0.99908269210418	0.980089265312655	0.00378798540762361	0.396532719571981	0.998231224860334	0.75141826472534
hsa-miR-10b-star_st	0.317956288562063	-0.000189479128100918	0.0671303824673637	-0.0839180057892292	0.0519890027176957	-0.0390406881281064	-0.0581677110234808	-0.0634022738708234	0.0520252811686047	0.987535582227092	0.937406221348342	0.99908269210418	0.980089265312655	0.660736415770708	0.814416888968859	0.998231224860334	0.888833348733008
hsa-miR-10b_st	0.548743395050612	0.00400113061135414	-0.0156933982131985	0.0526337534021326	-0.332002730304235	-0.0668342457911592	-0.0525620386022263	-0.147941678815173	-0.0592120795702088	0.979780615612958	0.994330535693937	0.99908269210418	0.980089265312655	0.64001036115096	0.900417526019914	0.998231224860334	0.935947578303568
hsa-miR-1178_st	0.269855657420895	-0.00274439815094385	0.00793664110553204	-0.285731998561032	0.230923206452032	0.146995427781744	0.134101151840032	0.0108454664659385	0.0729080284840083	0.949536420928369	0.994330535693937	0.99908269210418	0.980089265312655	0.0125596348656746	0.314434347671782	0.998231224860334	0.742331137889035
hsa-miR-1179_st	0.236993155191515	-0.000653197399043767	-0.0508630350270086	-0.240364963634753	0.0305466478439122	0.0285392847378697	-0.0739168856085092	0.070792610684873	0.122984445178034	0.979780615612958	0.98630681943842	0.99908269210418	0.983020767481115	0.749690018019783	0.741175738896091	0.998231224860334	0.636493694244204
hsa-miR-1180_st	1.26703225601323	-0.00336472602810259	0.0107536913484246	0.128229492761405	-0.570282144086106	0.0568334953005892	-0.0311130452224693	0.268661375995557	-0.340216140418828	0.979780615612958	0.994330535693937	0.99908269210418	0.980089265312655	0.877401746652022	0.964712290244251	0.998231224860334	0.71402175387298
hsa-miR-1181_st	0.569356296006639	0.00302253117662194	0.0202585965814109	0.0252653677148055	-0.109440641403586	-0.0411304629976922	0.0367686509461539	0.29376350011032	0.0819742161236811	0.979780615612958	0.994330535693937	0.99908269210418	0.980089265312655	0.787819100344515	0.935167740186155	0.998231224860334	0.888786310857975
hsa-miR-1182_st	0.547762438559873	-0.00257061396112289	-0.0114726159144686	0.219264465516138	0.0639468821654063	0.0681552993919225	-0.0276937653433551	0.0379610724973339	0.110501343070025	0.979780615612958	0.994330535693937	0.99908269210418	0.980089265312655	0.492318476595258	0.934518665047189	0.998231224860334	0.740184935226865
hsa-miR-1183_st	0.391996430091055	0.000375541679182623	-0.0799189613012488	0.0151104137907428	-0.0427165219314708	0.0690746203444472	0.000274624649292657	0.180279696229916	0.0659659582197951	0.980869753978829	0.911222833960107	0.99908269210418	0.983020767481115	0.487442588801294	0.997804388317739	0.998231224860334	0.870374937279268
hsa-miR-1184_st	0.453274409587448	-0.00109896862960807	0.0117552140552362	0.117592929165269	0.0992668700065984	0.101304264420567	-0.0322271015187248	0.435849515534641	-0.032158894260435	0.979780615612958	0.994330535693937	0.99908269210418	0.980089265312655	0.371274353476514	0.934518665047189	0.427833260967615	0.962639809557733
hsa-miR-1185_st	0.43842571188584	-0.00258372361933236	0.00603965589061361	0.081314409893201	-0.0179539135341699	0.0387116293720288	-0.0842984567297321	-0.012325191764494	-0.163061066899853	0.979780615612958	0.994330535693937	0.99908269210418	0.989678478965894	0.73736940654944	0.781398661403909	0.998231224860334	0.628391519554479
hsa-miR-1197_st	0.41525440903301	-0.00353701821356891	-0.0586654355736309	0.317159482006253	0.0717131368402388	0.100908727736216	0.11081852987278	0.138505282013501	0.224900496663501	0.901570882248803	0.937406221348342	0.99908269210418	0.980089265312655	0.148686887521019	0.480987239188706	0.998231224860334	0.173792087312593
hsa-miR-1200_st	0.138069383421015	0.00275023122786124	0.000955455269020387	-0.0236656256800095	-0.213155416846445	-0.0360721225119504	0.0283410991494517	0.0146249029517133	-0.0753384071554831	0.964309835102005	0.99784554896805	0.99908269210418	0.980089265312655	0.635198950634395	0.900417526019914	0.998231224860334	0.742331137889035
hsa-miR-1201_st	0.22893430189777	-0.000484202450042736	0.0306533019413064	0.173805150672292	0.262312770148072	0.054857153413319	0.158043682009411	0.0325443697778652	-0.00436005094473875	0.979780615612958	0.994330535693937	0.99908269210418	0.980089265312655	0.481085882405965	0.248878720623334	0.998231224860334	0.994919934421862
hsa-miR-1202_st	0.514047598421869	-0.000905443844327728	-0.0583505948041291	0.0173869418606616	0.197862156447103	0.0170544721125042	0.0200900922540878	0.166178862316673	-0.0368730597029861	0.979780615612958	0.98630681943842	0.99908269210418	0.980089265312655	0.898529881420145	0.946631535175043	0.998231224860334	0.944384449740348
hsa-miR-1203_st	0.384104332475445	-0.00265727099588677	0.0432057112292724	0.229465165149802	0.0460002408647109	0.135563238149318	0.268018196576751	0.18245996144487	0.161367706588954	0.979780615612958	0.994330535693937	0.99908269210418	0.980089265312655	0.0856597719488364	0.0608708938837416	0.998231224860334	0.511199802567444
hsa-miR-1204_st	0.269625477410965	-0.00254889024480473	0.0109025800965513	0.170938621902759	0.0403638830242768	0.120897733406398	0.0264984959435079	-0.0619551029794843	-0.0333128193826191	0.964309835102005	0.994330535693937	0.99908269210418	0.980089265312655	0.0401599623416178	0.900417526019914	0.998231224860334	0.916995173068725
hsa-miR-1205_st	0.242444836798616	-0.00270518146415772	-0.00139548208909015	-0.135476397689764	0.115540458005336	0.0799868659740667	0.1724904013014	0.00553790634064421	0.0820969951562368	0.971163453346991	0.995366126654987	0.99908269210418	0.980089265312655	0.251192914911445	0.182055150942109	0.998231224860334	0.740184935226865
hsa-miR-1206_st	0.204934640300473	-8.64092322149566e-05	-0.0239026321830165	0.195768579217192	0.107628896163853	0.0393502234890988	0.0631149051072193	0.0484675051151391	-0.00508804107697685	0.99340148614494	0.994330535693937	0.99908269210418	0.980089265312655	0.597339426149795	0.751860398881618	0.998231224860334	0.994919934421862
hsa-miR-1207-3p_st	0.138513678780067	0.00108983222163751	0.101348369484395	-0.18716721124476	0.109562215471175	-0.0677448149782536	-0.0502234430789725	0.287459675628437	0.0153772823124033	0.979780615612958	0.413579902667074	0.99908269210418	0.980089265312655	0.364337173480734	0.814416888968859	0.427833260967615	0.979966981224662
hsa-miR-1207-5p_st	2.90940562849578	0.000989498075682416	-0.104742131380242	-0.261258356289506	0.181822780876458	-0.715677053386874	-0.801483267212176	-0.600707337808064	-0.896505669213297	0.980869753978829	0.994330535693937	0.99908269210418	0.980089265312655	0.00523494695745263	0.139898014298993	0.998231224860334	0.197338214658504
hsa-miR-1208_st	0.382026470637824	-0.00071473176663421	0.0303251190672626	-0.268756617206829	0.0230925143972705	0.0301875977182752	-0.0116276809835072	-0.0222277821290635	-0.0456443369654308	0.979780615612958	0.994330535693937	0.99908269210418	0.983020767481115	0.74595849984286	0.964712290244251	0.998231224860334	0.904386737172138
hsa-miR-122-star_st	0.36389147909038	0.000141605221590496	0.0251039162894449	0.0965049135873483	0.0212277021958059	0.0872582523723864	0.133663780484069	-0.127068806240321	0.152508954428586	0.99340148614494	0.994330535693937	0.99908269210418	0.989154150431222	0.457543570148485	0.614811808458655	0.998231224860334	0.697721446533576
hsa-miR-122_st	0.200795724055994	-0.00184018019724174	0.0156417277181708	0.129242710250989	-0.0549519640149745	0.117301579515974	0.171541808905949	0.0573392513839091	0.137280169689678	0.979780615612958	0.994330535693937	0.99908269210418	0.980089265312655	0.0631014750464786	0.173415883969377	0.998231224860334	0.490927009349575
hsa-miR-1224-3p_st	0.596756294657697	-0.000526738117243729	0.163173087398569	0.0536231567968874	-0.108872279992834	0.157510160887946	0.407602540421179	0.13016887976527	0.225428471020856	0.980869753978829	0.686967983360462	0.99908269210418	0.980089265312655	0.319567623457538	0.148976055324021	0.998231224860334	0.678973843847689
hsa-miR-1224-5p_st	0.29415208665566	0.00254785160030515	-0.0332376435253368	0.206210720857724	-0.00256902098848321	-0.0598759991921257	-0.108263244024332	-0.0225868875846831	-0.0749567035228579	0.979780615612958	0.994330535693937	0.99908269210418	0.998545583589049	0.515800596422969	0.599456580806167	0.998231224860334	0.809207512455862
hsa-miR-1225-3p_st	0.954193488525418	0.0010362662119205	0.152153425984973	0.133134366199145	-0.293624217796422	0.306417680364059	0.0269744806262761	0.104633818813702	0.306518621725908	0.980402352551617	0.98630681943842	0.99908269210418	0.980089265312655	0.127800307471405	0.964712290244251	0.998231224860334	0.681517204059728
hsa-miR-1225-5p_st	1.03342342849839	-0.0020953447629593	0.00477819940223404	-0.121568705672011	-0.534415081297647	-0.0845915067519307	-0.268969402488236	0.00599019090549814	-0.247197649592785	0.979780615612958	0.994330535693937	0.99908269210418	0.980089265312655	0.658864426942305	0.480987239188706	0.999348149455137	0.693544265780771
hsa-miR-1226-star_st	0.37687393245882	-0.000931905194741	0.0522452100133889	0.132430450931811	-0.0821126776200866	0.0679917089906818	-0.00902388331334398	-0.0249574682519614	0.141907066805556	0.979780615612958	0.994330535693937	0.99908269210418	0.980089265312655	0.513104391082984	0.965911469769237	0.998231224860334	0.678973843847689
hsa-miR-1226_st	0.417523128631504	-0.000764525355585902	-0.0267488401138551	-0.273094509533635	0.119331798346892	0.0505674302428984	0.00766264236933195	0.028618561356286	-0.127557053971511	0.979780615612958	0.994330535693937	0.99908269210418	0.980089265312655	0.515800596422969	0.964712290244251	0.998231224860334	0.581838842348835
hsa-miR-1227_st	1.05968312672588	0.0012538062343832	0.0984417529976931	0.0217398071741424	-0.184295367343813	0.362168746061628	0.497676792958724	0.182383121795179	0.297182207166054	0.979780615612958	0.994330535693937	0.99908269210418	0.980089265312655	0.0654652847187334	0.211221717523807	0.998231224860334	0.700635807814697
hsa-miR-1228-star_st	5.16993166112307	0.00629155719071445	-0.401088250486902	0.0789144812908844	-0.80188326089915	-0.738873212758795	-1.00785498810228	-0.00328607436771413	-1.20289824184361	0.979780615612958	0.686967983360462	0.99908269210418	0.980089265312655	0.0298379677406555	0.142429725059916	0.999348149455137	0.162834637644954
hsa-miR-1228_st	1.0853523060993	0.000738361303702628	0.0249884200826662	-0.0521516760661994	0.359975315847851	0.0784282575515597	0.253286238251463	-0.156237398185954	0.242353628384784	0.980402352551617	0.994330535693937	0.99908269210418	0.980089265312655	0.626006249089985	0.417849659059983	0.998231224860334	0.633911756561248
hsa-miR-1229_st	0.735249948637377	-0.000279631598445141	0.0200700547695696	0.559273746075574	0.138770340661007	0.139470207056615	0.00631757800566713	-0.0128633584467801	0.158656564321473	0.987535582227092	0.994330535693937	0.99908269210418	0.980089265312655	0.278444117690161	0.985743691882135	0.998231224860334	0.738106733202826
hsa-miR-1231_st	0.490093814934998	-7.01555846946772e-05	-0.0259956907242635	-0.0266103679813309	-0.274131982756583	-0.123521242441969	0.0212341396353325	0.0457182054670688	-0.226249545229943	0.993838024370632	0.994330535693937	0.99908269210418	0.980089265312655	0.201698030525194	0.946956898071319	0.998231224860334	0.375166532382352
hsa-miR-1233_st	0.479003842496908	-0.000466113866010653	0.042019984158499	-0.339579235930776	0.00979316665497381	0.0234933659012251	0.105184858692681	0.0450359287073203	0.27537656465744	0.980402352551617	0.994330535693937	0.99908269210418	0.994765428889451	0.859195937373426	0.678879332832228	0.998231224860334	0.214845594986115
hsa-miR-1234_st	1.76211405193883	0.0039414637370298	0.0858104831126723	0.217254573977344	0.0886943399746383	0.208130677375643	0.0295306161064348	0.0832024826002255	0.32799986713613	0.979780615612958	0.994330535693937	0.99908269210418	0.983020767481115	0.338611338647688	0.964712290244251	0.998231224860334	0.644301118777288
hsa-miR-1236_st	0.421453190067772	0.00169315339316705	0.12962629877999	0.157000451940672	-0.0146325576694009	0.093109558384151	0.0372734319370519	-0.0929784532349126	0.00330529125043601	0.979780615612958	0.686967983360462	0.99908269210418	0.992240930802758	0.481085882405965	0.934518665047189	0.998231224860334	0.994919934421862
hsa-miR-1237_st	0.992432753527985	0.00139861320737349	0.00306484805502332	0.264157535198634	0.168123239186918	0.183801000628311	-0.0781549256076473	-0.179572284702783	0.201378498275028	0.979780615612958	0.99784554896805	0.99908269210418	0.980089265312655	0.348711970226401	0.899580654139757	0.998231224860334	0.742331137889035
hsa-miR-1238_st	0.857217045951251	-0.00532062212324737	-0.0371957903374736	-0.158939558370643	0.420916143911077	0.13758924009411	0.17598162622638	-0.163612871977192	0.0262350939042766	0.901570882248803	0.994330535693937	0.99908269210418	0.980089265312655	0.254395813640764	0.521121759997258	0.998231224860334	0.979081813711969
hsa-miR-124-star_st	0.22058444668188	-0.000587925730928105	-0.0332224288863668	-0.188982240187545	0.0510221476694044	0.0651393051323766	0.125983419399571	0.0401021635278755	-0.0292630485959155	0.979780615612958	0.994330535693937	0.99908269210418	0.980089265312655	0.397504145877407	0.417174312558019	0.998231224860334	0.944384449740348
hsa-miR-124_st	0.308543543056098	0.000382624013475543	0.0140543782963113	-0.12322182960657	-0.0702889981685247	0.0278941173422435	-0.122703181921573	-0.130256924180464	0.0853305776635774	0.980402352551617	0.994330535693937	0.99908269210418	0.980089265312655	0.759973441406051	0.479716811413242	0.998231224860334	0.742331137889035
hsa-miR-1243_st	0.249212172641534	0.00127299653825647	0.000221127234651547	0.0854869379806555	-0.14332673541594	-0.00415750584358108	-0.0751144741984837	-0.211919174897139	0.0885869209930546	0.979780615612958	0.998189381214214	0.99908269210418	0.980089265312655	0.962034744067793	0.730686259849374	0.997526990909914	0.742331137889035
hsa-miR-1244_st	0.789509170920301	-0.00190961852007861	0.0670389627261286	0.433793033439235	0.145687196092075	0.236727863255161	0.541473280098288	-0.0675244247428656	0.476527163293145	0.979780615612958	0.994330535693937	0.99908269210418	0.980089265312655	0.259280049343937	0.163649975785821	0.998231224860334	0.387775604699838
hsa-miR-1245_st	0.363003397928672	0.000650451695771141	-0.0423875469744261	0.00337554502277101	-0.0590305236919421	0.0315311143742069	0.0173301985243041	0.0472333593740078	-0.116239514402678	0.979780615612958	0.994330535693937	0.99908269210418	0.980089265312655	0.693902912075519	0.94235069685249	0.998231224860334	0.636493694244204
hsa-miR-1246_st	1.49381269750748	-0.0061722782965889	0.065592064376582	-0.0941526253872798	0.11775905241889	-0.428129819263987	-0.152517787559202	-0.364056226933413	-0.285841081151356	0.979780615612958	0.994330535693937	0.99908269210418	0.980089265312655	0.0116719822057641	0.806848510202816	0.998231224860334	0.678973843847689
hsa-miR-1247_st	0.829040477331419	0.00404602861555214	0.222086291633234	0.185343776196305	-0.129591597393235	0.396947024122957	0.454560239692293	-0.0651109882516097	0.0672196181797383	0.979780615612958	0.746580655283256	0.99908269210418	0.980089265312655	0.0464590251547323	0.287499531325996	0.998231224860334	0.962639809557733
hsa-miR-1248_st	0.236003956136983	0.00101255582004946	0.0208479439865824	-0.208614488485882	0.0298481240883861	0.0685788260528846	-0.0116165872125189	-0.17960874105971	-0.068846782493885	0.979780615612958	0.994330535693937	0.99908269210418	0.983020767481115	0.513104391082984	0.964712290244251	0.998231224860334	0.870374937279268
hsa-miR-1249_st	1.13212317678655	0.00124100838894209	0.223772787350603	0.302258544165436	-0.106448960339197	0.440377123072468	0.526410429252911	0.0650602378239191	0.488997481543629	0.980402352551617	0.788407729852711	0.99908269210418	0.983020767481115	0.0375518509529237	0.234845274190429	0.998231224860334	0.455716388537325
hsa-miR-1250_st	0.253009961604788	0.00138285788460767	0.029488683891415	0.019188079578615	-0.0265489362933085	-0.0197536069202265	-0.100931913024556	0.176876476739681	-0.0275235189050165	0.979780615612958	0.994330535693937	0.99908269210418	0.983020767481115	0.886687373727367	0.69147902000268	0.998231224860334	0.962647667642683
hsa-miR-1251_st	0.285290400693263	-4.38827950199542e-05	0.0026197455028315	0.189604642545987	-0.0689430826461074	0.0362476253979416	0.114539349708895	-0.0940651995682069	0.18936819984701	0.993838024370632	0.994330535693937	0.99908269210418	0.980089265312655	0.677118992327287	0.522896210249539	0.998231224860334	0.355408694149332
hsa-miR-1252_st	0.265742088186859	-0.000144254083525758	0.0423175324490382	-0.0723226313910251	0.0192121820310979	0.0376968367912585	0.0890239707200728	0.0961216966424113	0.0832256437261249	0.99340148614494	0.994330535693937	0.99908269210418	0.986986312179405	0.658864426942305	0.65728414349523	0.998231224860334	0.742331137889035
hsa-miR-1253_st	0.404256706010432	-0.00189841008705284	0.0747659066023936	-0.0301250041275626	0.10197907403332	0.122161777124207	0.0323619873779627	0.125857216069299	0.00771313141918246	0.979780615612958	0.911222833960107	0.99908269210418	0.980089265312655	0.14178388157111	0.90921645951352	0.998231224860334	0.994919934421862
hsa-miR-1254_st	0.505614917861637	-0.00148013602050641	0.00674056521675251	-0.0247179777283828	0.032616187666323	0.0176346082776581	0.0223747892199032	0.0977580206758583	0.00787050370355884	0.979780615612958	0.994330535693937	0.99908269210418	0.983020767481115	0.907794684882247	0.946631535175043	0.998231224860334	0.994919934421862
hsa-miR-1255a_st	0.466718055431119	-0.000199303522445848	-0.00797608664750536	0.0615520934315956	-0.0992914346612353	-0.0447471016723241	0.0907211886395832	-0.129849100879738	-0.0974393361085788	0.987535582227092	0.994330535693937	0.99908269210418	0.980089265312655	0.658864426942305	0.729114036646835	0.998231224860334	0.742358803463988
hsa-miR-1255b_st	0.115516535529867	0.00351168460648345	0.0249189580645834	0.199176242710494	0.129280349882671	0.00884593799808454	-0.0335189085950774	-0.022913641021194	0.00947175097246757	0.964309835102005	0.994330535693937	0.99908269210418	0.980089265312655	0.948596795503447	0.909159539222415	0.998231224860334	0.994919934421862
